Date,Price,Open,High,Low,Vol.,Change %,Type
04/08/2020,46.6,46.6,46.6,46.6,0.02K,-0.96%,Rotterdam Coal
04/07/2020,47.05,46.5,46.5,46.5,0.06K,1.62%,Rotterdam Coal
04/06/2020,46.3,46.1,46.1,46.1,0.08K,0.43%,Rotterdam Coal
04/03/2020,46.1,46.95,46.95,46.9,0.12K,-2.85%,Rotterdam Coal
04/02/2020,47.45,47.85,47.85,47.4,0.05K,-1.35%,Rotterdam Coal
04/01/2020,48.1,48.1,48.1,48.0,0.52K,-2.43%,Rotterdam Coal
03/31/2020,49.3,51.0,51.0,49.9,0.14K,-2.86%,Rotterdam Coal
03/30/2020,50.75,51.8,51.8,50.75,0.22K,5.51%,Rotterdam Coal
03/27/2020,48.1,48.1,48.1,48.1,,0.31%,Rotterdam Coal
03/26/2020,47.95,47.95,47.95,47.95,,-0.62%,Rotterdam Coal
03/25/2020,48.25,47.9,47.9,47.9,0.01K,1.26%,Rotterdam Coal
03/24/2020,47.65,47.7,47.85,47.7,0.01K,0.53%,Rotterdam Coal
03/23/2020,47.4,47.4,47.4,47.4,0.00K,-0.21%,Rotterdam Coal
03/20/2020,47.5,47.4,47.45,47.4,0.15K,1.28%,Rotterdam Coal
03/19/2020,46.9,46.5,46.5,46.5,0.00K,-1.88%,Rotterdam Coal
03/18/2020,47.8,47.8,47.8,47.8,,1.49%,Rotterdam Coal
03/17/2020,47.1,47.1,47.1,47.1,0.02K,1.29%,Rotterdam Coal
03/16/2020,46.5,46.5,46.5,46.5,0.02K,-0.11%,Rotterdam Coal
03/13/2020,46.55,46.55,46.55,46.55,0.02K,1.64%,Rotterdam Coal
03/12/2020,45.8,46.3,46.3,46.3,0.02K,-1.51%,Rotterdam Coal
03/11/2020,46.5,46.5,46.5,46.5,,0.22%,Rotterdam Coal
03/10/2020,46.4,46.4,46.4,46.4,,0.00%,Rotterdam Coal
03/09/2020,46.4,46.5,46.5,46.25,0.04K,-2.11%,Rotterdam Coal
03/06/2020,47.4,47.1,47.25,47.1,0.06K,-0.84%,Rotterdam Coal
03/05/2020,47.8,47.6,47.6,47.4,0.11K,1.06%,Rotterdam Coal
03/04/2020,47.3,46.75,47.2,46.75,0.07K,0.75%,Rotterdam Coal
03/03/2020,46.95,47.95,47.65,47.0,0.03K,0.21%,Rotterdam Coal
03/02/2020,46.85,46.85,46.85,46.85,0.07K,-1.99%,Rotterdam Coal
02/28/2020,47.8,47.8,47.8,47.8,,-0.21%,Rotterdam Coal
02/27/2020,47.9,47.9,47.9,47.9,,-0.21%,Rotterdam Coal
02/26/2020,48.0,48.0,48.0,48.0,,-0.31%,Rotterdam Coal
02/25/2020,48.15,48.15,48.15,48.15,,0.31%,Rotterdam Coal
02/24/2020,48.0,48.0,48.0,48.0,,-0.62%,Rotterdam Coal
02/21/2020,48.3,48.3,48.3,48.3,,-0.21%,Rotterdam Coal
02/20/2020,48.4,48.45,48.45,48.45,0.04K,-1.83%,Rotterdam Coal
02/19/2020,49.3,49.3,49.3,49.3,,-0.80%,Rotterdam Coal
02/18/2020,49.7,49.7,49.7,49.7,0.00K,-1.68%,Rotterdam Coal
02/17/2020,50.55,50.4,50.4,50.4,0.03K,0.50%,Rotterdam Coal
02/14/2020,50.3,50.25,50.3,50.25,0.01K,0.80%,Rotterdam Coal
02/13/2020,49.9,49.7,50.0,49.7,0.03K,2.36%,Rotterdam Coal
02/12/2020,48.75,48.5,48.75,48.5,0.03K,1.56%,Rotterdam Coal
02/11/2020,48.0,48.0,48.0,48.0,,1.05%,Rotterdam Coal
02/10/2020,47.5,47.8,47.8,47.8,0.03K,-1.45%,Rotterdam Coal
02/07/2020,48.2,48.65,48.65,48.15,0.19K,-1.43%,Rotterdam Coal
02/06/2020,48.9,48.75,48.75,48.75,0.10K,-1.11%,Rotterdam Coal
02/05/2020,49.45,49.25,50.05,49.25,0.24K,1.12%,Rotterdam Coal
02/04/2020,48.9,48.0,48.2,48.0,0.09K,2.52%,Rotterdam Coal
02/03/2020,47.7,47.8,47.8,47.4,0.06K,-5.26%,Rotterdam Coal
01/31/2020,50.35,50.35,50.35,50.35,,-0.20%,Rotterdam Coal
01/30/2020,50.45,50.45,50.45,50.45,,0.60%,Rotterdam Coal
01/29/2020,50.15,50.15,50.15,50.15,0.01K,-0.40%,Rotterdam Coal
01/28/2020,50.35,50.4,50.4,50.4,0.02K,0.00%,Rotterdam Coal
01/27/2020,50.35,50.35,50.35,50.35,0.01K,0.20%,Rotterdam Coal
01/24/2020,50.25,50.25,50.25,50.25,0.00K,-0.30%,Rotterdam Coal
01/23/2020,50.4,50.4,50.4,50.4,0.01K,0.30%,Rotterdam Coal
01/22/2020,50.25,50.35,50.35,50.35,0.02K,-0.69%,Rotterdam Coal
01/21/2020,50.6,50.6,50.6,50.6,0.13K,1.71%,Rotterdam Coal
01/20/2020,49.75,49.75,49.75,49.75,0.04K,-1.49%,Rotterdam Coal
01/17/2020,50.5,50.5,50.5,50.5,0.05K,-0.98%,Rotterdam Coal
01/16/2020,51.0,51.25,51.25,51.0,0.06K,-1.54%,Rotterdam Coal
01/15/2020,51.8,52.0,52.0,51.9,0.06K,-0.77%,Rotterdam Coal
01/14/2020,52.2,52.5,52.5,52.5,0.16K,-2.43%,Rotterdam Coal
01/13/2020,53.5,53.2,53.4,53.2,0.09K,1.13%,Rotterdam Coal
01/10/2020,52.9,52.65,53.2,52.65,0.15K,0.38%,Rotterdam Coal
01/09/2020,52.7,52.5,52.75,52.5,0.20K,0.38%,Rotterdam Coal
01/08/2020,52.5,52.5,52.5,52.5,0.11K,-0.10%,Rotterdam Coal
01/07/2020,52.55,52.25,52.3,52.25,0.16K,-0.19%,Rotterdam Coal
01/06/2020,52.65,52.65,52.65,52.65,0.11K,-0.19%,Rotterdam Coal
01/03/2020,52.75,52.75,52.75,52.5,0.12K,1.25%,Rotterdam Coal
01/02/2020,52.1,52.1,52.1,52.1,0.20K,-1.70%,Rotterdam Coal
12/31/2019,53.0,53.5,53.5,53.15,0.04K,0.47%,Rotterdam Coal
12/30/2019,52.75,52.65,52.65,52.65,0.12K,-1.40%,Rotterdam Coal
12/27/2019,53.5,53.5,53.5,53.5,,0.56%,Rotterdam Coal
12/26/2019,53.2,53.2,53.2,53.2,,0.00%,Rotterdam Coal
12/24/2019,53.2,53.2,53.2,53.2,,-0.37%,Rotterdam Coal
12/23/2019,53.4,52.75,52.75,52.75,0.00K,-0.09%,Rotterdam Coal
12/20/2019,53.45,53.45,53.45,53.45,,0.19%,Rotterdam Coal
12/19/2019,53.35,53.35,53.35,53.35,0.01K,-0.28%,Rotterdam Coal
12/18/2019,53.5,53.5,53.5,53.5,,0.00%,Rotterdam Coal
12/17/2019,53.5,53.5,53.5,53.5,0.00K,0.00%,Rotterdam Coal
12/16/2019,53.5,53.5,53.5,53.5,0.01K,-0.19%,Rotterdam Coal
12/13/2019,53.6,53.7,53.7,53.7,0.01K,-0.74%,Rotterdam Coal
12/12/2019,54.0,53.75,53.8,53.6,0.02K,0.93%,Rotterdam Coal
12/11/2019,53.5,53.5,53.5,53.5,0.01K,-0.19%,Rotterdam Coal
12/10/2019,53.6,53.5,53.5,53.4,0.00K,-1.11%,Rotterdam Coal
12/09/2019,54.2,53.8,53.8,53.8,0.05K,-0.28%,Rotterdam Coal
12/06/2019,54.35,54.7,54.7,54.3,0.01K,-1.54%,Rotterdam Coal
12/05/2019,55.2,55.7,55.7,55.2,0.01K,-1.43%,Rotterdam Coal
12/04/2019,56.0,56.1,56.2,56.1,0.01K,-0.71%,Rotterdam Coal
12/03/2019,56.4,56.75,56.75,56.4,0.01K,-1.57%,Rotterdam Coal
12/02/2019,57.3,57.25,57.25,57.15,0.03K,1.60%,Rotterdam Coal
11/29/2019,56.4,56.4,56.4,56.4,,0.53%,Rotterdam Coal
11/28/2019,56.1,56.1,56.1,56.1,,0.45%,Rotterdam Coal
11/27/2019,55.85,55.85,55.85,55.85,,-0.53%,Rotterdam Coal
11/26/2019,56.15,56.15,56.15,56.15,,0.45%,Rotterdam Coal
11/25/2019,55.9,55.9,55.9,55.9,,-0.09%,Rotterdam Coal
11/22/2019,55.95,55.95,55.95,55.95,,-0.18%,Rotterdam Coal
11/21/2019,56.05,56.0,56.0,56.0,0.01K,0.99%,Rotterdam Coal
11/20/2019,55.5,55.5,55.5,55.5,0.01K,0.27%,Rotterdam Coal
11/19/2019,55.35,55.35,55.35,55.35,,1.00%,Rotterdam Coal
11/18/2019,54.8,54.75,54.75,54.75,0.00K,-1.88%,Rotterdam Coal
11/15/2019,55.85,55.85,55.85,55.85,,0.18%,Rotterdam Coal
11/14/2019,55.75,55.3,55.3,55.3,0.00K,0.81%,Rotterdam Coal
11/13/2019,55.3,55.3,55.3,55.3,0.04K,0.00%,Rotterdam Coal
11/12/2019,55.3,55.35,55.35,55.35,0.00K,0.18%,Rotterdam Coal
11/11/2019,55.2,55.45,55.45,55.3,0.05K,-1.08%,Rotterdam Coal
11/08/2019,55.8,55.8,55.8,55.8,0.01K,-0.71%,Rotterdam Coal
11/07/2019,56.2,56.1,56.15,56.0,0.05K,0.18%,Rotterdam Coal
11/06/2019,56.1,56.1,56.1,56.1,0.05K,-1.41%,Rotterdam Coal
11/05/2019,56.9,56.9,56.9,56.9,0.05K,0.26%,Rotterdam Coal
11/04/2019,56.75,56.25,56.8,56.25,0.09K,-0.35%,Rotterdam Coal
11/01/2019,56.95,56.95,56.95,56.95,,0.98%,Rotterdam Coal
10/31/2019,56.4,56.25,56.5,55.8,0.18K,0.36%,Rotterdam Coal
10/30/2019,56.2,57.25,57.25,56.15,0.10K,-0.88%,Rotterdam Coal
10/29/2019,56.7,56.5,56.6,56.4,0.07K,0.53%,Rotterdam Coal
10/28/2019,56.4,56.4,56.4,56.0,0.21K,-6.23%,Rotterdam Coal
10/25/2019,60.15,60.15,60.15,60.15,,0.42%,Rotterdam Coal
10/24/2019,59.9,59.9,59.9,59.9,,-0.42%,Rotterdam Coal
10/23/2019,60.15,60.15,60.15,60.15,,0.00%,Rotterdam Coal
10/22/2019,60.15,60.15,60.15,60.15,,0.08%,Rotterdam Coal
10/21/2019,60.1,60.1,60.1,60.1,,0.17%,Rotterdam Coal
10/18/2019,60.0,60.0,60.0,60.0,0.00K,-0.17%,Rotterdam Coal
10/17/2019,60.1,60.1,60.1,60.1,,-0.25%,Rotterdam Coal
10/16/2019,60.25,60.25,60.25,60.25,,-0.30%,Rotterdam Coal
10/15/2019,60.43,61.0,61.0,60.5,0.03K,-0.80%,Rotterdam Coal
10/14/2019,60.92,60.75,60.75,60.7,0.02K,0.28%,Rotterdam Coal
10/11/2019,60.75,61.0,61.0,60.5,0.06K,0.08%,Rotterdam Coal
10/10/2019,60.7,60.7,60.7,60.7,0.16K,-0.08%,Rotterdam Coal
10/09/2019,60.75,61.5,61.5,61.0,0.11K,-0.90%,Rotterdam Coal
10/08/2019,61.3,60.25,61.2,60.25,0.28K,1.74%,Rotterdam Coal
10/07/2019,60.25,60.25,60.25,60.25,0.03K,1.01%,Rotterdam Coal
10/04/2019,59.65,59.65,59.65,59.65,0.03K,0.76%,Rotterdam Coal
10/03/2019,59.2,59.5,59.5,59.5,0.04K,-0.34%,Rotterdam Coal
10/02/2019,59.4,59.8,59.8,59.8,0.08K,-1.00%,Rotterdam Coal
10/01/2019,60.0,59.25,60.0,59.25,0.23K,-1.48%,Rotterdam Coal
09/30/2019,60.9,59.8,60.5,59.5,0.16K,0.83%,Rotterdam Coal
09/27/2019,60.4,60.4,60.4,60.4,,-0.82%,Rotterdam Coal
09/26/2019,60.9,60.9,60.9,60.9,,1.08%,Rotterdam Coal
09/25/2019,60.25,60.25,60.25,60.25,,-1.23%,Rotterdam Coal
09/24/2019,61.0,61.0,61.0,61.0,,0.16%,Rotterdam Coal
09/23/2019,60.9,60.9,60.9,60.9,,-0.57%,Rotterdam Coal
09/20/2019,61.25,61.25,61.25,61.25,,0.57%,Rotterdam Coal
09/19/2019,60.9,60.9,60.9,60.9,,-0.25%,Rotterdam Coal
09/18/2019,61.05,61.05,61.05,61.05,,-0.81%,Rotterdam Coal
09/17/2019,61.55,61.55,61.55,61.55,,-0.32%,Rotterdam Coal
09/16/2019,61.75,61.75,61.75,61.75,0.00K,1.31%,Rotterdam Coal
09/13/2019,60.95,61.25,61.25,61.25,0.00K,0.33%,Rotterdam Coal
09/12/2019,60.75,60.75,60.75,60.75,,0.50%,Rotterdam Coal
09/11/2019,60.45,60.3,60.3,60.3,0.01K,-0.33%,Rotterdam Coal
09/10/2019,60.65,60.0,60.0,60.0,0.01K,3.85%,Rotterdam Coal
09/09/2019,58.4,58.2,58.2,58.2,0.02K,1.30%,Rotterdam Coal
09/06/2019,57.65,57.5,57.5,57.5,0.01K,0.44%,Rotterdam Coal
09/05/2019,57.4,57.2,57.2,57.2,0.02K,1.15%,Rotterdam Coal
09/04/2019,56.75,57.1,57.35,56.8,0.04K,-0.35%,Rotterdam Coal
09/03/2019,56.95,55.4,57.0,55.4,0.09K,2.98%,Rotterdam Coal
09/02/2019,55.3,53.95,55.4,53.75,0.04K,0.55%,Rotterdam Coal
08/30/2019,55.0,55.0,55.0,55.0,,0.55%,Rotterdam Coal
08/29/2019,54.7,54.7,54.7,54.7,,-0.18%,Rotterdam Coal
08/28/2019,54.8,54.8,54.8,54.8,,-0.27%,Rotterdam Coal
08/27/2019,54.95,54.95,54.95,54.95,,0.09%,Rotterdam Coal
08/26/2019,54.9,54.9,54.9,54.9,,0.00%,Rotterdam Coal
08/23/2019,54.9,54.9,54.9,54.9,,-0.36%,Rotterdam Coal
08/22/2019,55.1,55.1,55.1,55.1,,-0.45%,Rotterdam Coal
08/21/2019,55.35,55.35,55.35,55.35,,-0.54%,Rotterdam Coal
08/20/2019,55.65,55.65,55.65,55.65,,-0.27%,Rotterdam Coal
08/19/2019,55.8,55.8,55.8,55.8,,-0.18%,Rotterdam Coal
08/16/2019,55.9,55.9,55.9,55.9,,-0.18%,Rotterdam Coal
08/15/2019,56.0,56.0,56.0,56.0,0.10K,-0.18%,Rotterdam Coal
08/14/2019,56.1,56.1,56.1,56.1,0.04K,-0.53%,Rotterdam Coal
08/13/2019,56.4,56.4,56.4,56.4,,0.18%,Rotterdam Coal
08/12/2019,56.3,56.3,56.3,56.3,,0.09%,Rotterdam Coal
08/09/2019,56.25,56.25,56.25,56.25,0.01K,-0.44%,Rotterdam Coal
08/08/2019,56.5,56.5,56.5,56.5,0.12K,0.62%,Rotterdam Coal
08/07/2019,56.15,56.0,56.0,56.0,0.06K,0.09%,Rotterdam Coal
08/06/2019,56.1,56.7,56.75,55.75,0.11K,-1.67%,Rotterdam Coal
08/05/2019,57.05,57.5,57.5,57.0,0.03K,-1.89%,Rotterdam Coal
08/02/2019,58.15,58.15,58.5,58.0,0.05K,-0.68%,Rotterdam Coal
08/01/2019,58.55,58.0,58.3,58.0,0.06K,1.12%,Rotterdam Coal
07/31/2019,57.9,58.25,58.7,57.8,0.05K,0.00%,Rotterdam Coal
07/30/2019,57.9,57.8,58.0,57.6,0.04K,-0.17%,Rotterdam Coal
07/29/2019,58.0,59.5,59.5,58.0,0.08K,-0.17%,Rotterdam Coal
07/26/2019,58.1,58.1,58.1,58.1,,0.00%,Rotterdam Coal
07/25/2019,58.1,58.1,58.1,58.1,,0.00%,Rotterdam Coal
07/24/2019,58.1,58.1,58.1,58.1,0.01K,0.00%,Rotterdam Coal
07/23/2019,58.1,58.1,58.1,58.1,0.05K,0.00%,Rotterdam Coal
07/22/2019,58.1,58.15,58.15,58.15,0.02K,0.17%,Rotterdam Coal
07/19/2019,58.0,58.0,58.0,58.0,0.07K,0.61%,Rotterdam Coal
07/18/2019,57.65,57.65,57.65,57.65,0.05K,-0.26%,Rotterdam Coal
07/17/2019,57.8,57.8,57.8,57.8,,0.87%,Rotterdam Coal
07/16/2019,57.3,57.3,57.3,57.3,0.01K,-0.78%,Rotterdam Coal
07/15/2019,57.75,57.75,57.75,57.75,0.04K,-0.17%,Rotterdam Coal
07/12/2019,57.85,58.1,58.1,57.6,0.10K,-1.11%,Rotterdam Coal
07/11/2019,58.5,58.5,58.5,58.5,0.01K,0.69%,Rotterdam Coal
07/10/2019,58.1,56.25,58.5,56.25,0.05K,3.01%,Rotterdam Coal
07/09/2019,56.4,56.3,56.6,56.3,0.15K,-1.14%,Rotterdam Coal
07/08/2019,57.05,57.0,57.55,56.6,0.10K,1.33%,Rotterdam Coal
07/05/2019,56.3,55.0,56.2,55.0,0.12K,1.81%,Rotterdam Coal
07/04/2019,55.3,52.9,54.0,52.9,0.04K,4.73%,Rotterdam Coal
07/03/2019,52.8,52.0,52.75,52.0,0.20K,2.62%,Rotterdam Coal
07/02/2019,51.45,51.6,51.85,51.25,0.41K,1.78%,Rotterdam Coal
07/01/2019,50.55,50.75,50.9,50.4,0.19K,3.48%,Rotterdam Coal
06/28/2019,48.85,48.85,48.85,48.85,,-0.10%,Rotterdam Coal
06/27/2019,48.9,48.9,48.9,48.9,,0.00%,Rotterdam Coal
06/26/2019,48.9,48.9,48.9,48.9,,-0.10%,Rotterdam Coal
06/25/2019,48.95,48.95,48.95,48.95,,0.00%,Rotterdam Coal
06/24/2019,48.95,48.95,48.95,48.95,,-0.10%,Rotterdam Coal
06/21/2019,49.0,49.0,49.0,49.0,,0.10%,Rotterdam Coal
06/20/2019,48.95,48.95,48.95,48.95,,0.51%,Rotterdam Coal
06/19/2019,48.7,48.7,48.7,48.7,,0.10%,Rotterdam Coal
06/18/2019,48.65,48.65,48.65,48.65,0.00K,-1.42%,Rotterdam Coal
06/17/2019,49.35,50.0,50.0,49.0,0.00K,-1.30%,Rotterdam Coal
06/14/2019,50.0,50.0,50.0,50.0,,-0.50%,Rotterdam Coal
06/13/2019,50.25,50.25,50.25,50.25,0.01K,-0.50%,Rotterdam Coal
06/12/2019,50.5,50.5,50.5,50.5,0.01K,-1.08%,Rotterdam Coal
06/11/2019,51.05,51.75,51.75,51.0,0.01K,-3.68%,Rotterdam Coal
06/10/2019,53.0,53.0,53.0,53.0,0.01K,1.24%,Rotterdam Coal
06/07/2019,52.35,52.0,52.4,52.0,0.03K,0.96%,Rotterdam Coal
06/06/2019,51.85,51.0,51.1,51.0,0.04K,0.48%,Rotterdam Coal
06/05/2019,51.6,52.0,52.0,51.6,0.13K,-1.34%,Rotterdam Coal
06/04/2019,52.3,51.95,51.95,51.45,0.14K,1.45%,Rotterdam Coal
06/03/2019,51.55,51.75,51.9,51.4,0.18K,-9.24%,Rotterdam Coal
05/31/2019,56.8,56.8,56.8,56.8,,0.00%,Rotterdam Coal
05/30/2019,56.8,56.8,56.8,56.8,,-0.18%,Rotterdam Coal
05/29/2019,56.9,56.9,56.9,56.9,,-0.26%,Rotterdam Coal
05/28/2019,57.05,57.05,57.05,57.05,,-0.78%,Rotterdam Coal
05/27/2019,57.5,57.5,57.5,57.5,,0.00%,Rotterdam Coal
05/24/2019,57.5,57.75,57.75,57.75,0.00K,-0.52%,Rotterdam Coal
05/23/2019,57.8,57.75,57.75,57.75,0.12K,-0.34%,Rotterdam Coal
05/22/2019,58.0,58.0,58.0,57.9,0.01K,-0.34%,Rotterdam Coal
05/21/2019,58.2,58.2,58.2,58.2,,-0.17%,Rotterdam Coal
05/20/2019,58.3,58.3,58.3,58.3,,-0.17%,Rotterdam Coal
05/17/2019,58.4,58.35,58.35,58.35,0.01K,-0.17%,Rotterdam Coal
05/16/2019,58.5,58.5,58.5,58.5,,-0.76%,Rotterdam Coal
05/15/2019,58.95,58.6,58.6,58.6,0.01K,-0.51%,Rotterdam Coal
05/14/2019,59.25,59.25,59.25,59.25,0.02K,0.94%,Rotterdam Coal
05/13/2019,58.7,58.75,58.75,58.5,0.03K,-0.76%,Rotterdam Coal
05/10/2019,59.15,59.0,59.0,59.0,0.00K,-0.34%,Rotterdam Coal
05/09/2019,59.35,59.65,59.65,59.3,0.01K,-1.82%,Rotterdam Coal
05/08/2019,60.45,60.25,60.4,60.0,0.06K,1.43%,Rotterdam Coal
05/07/2019,59.6,60.0,60.0,60.0,0.06K,-1.49%,Rotterdam Coal
05/06/2019,60.5,60.5,60.5,60.5,,-0.66%,Rotterdam Coal
05/03/2019,60.9,60.9,60.9,60.9,0.01K,2.96%,Rotterdam Coal
05/02/2019,59.15,59.0,59.0,59.0,0.01K,1.37%,Rotterdam Coal
05/01/2019,58.35,58.75,59.0,57.9,0.03K,-1.19%,Rotterdam Coal
04/30/2019,59.05,58.5,59.2,58.25,0.16K,0.34%,Rotterdam Coal
04/29/2019,58.85,59.5,59.55,58.9,0.07K,-0.25%,Rotterdam Coal
04/26/2019,59.0,59.0,59.0,59.0,,-0.59%,Rotterdam Coal
04/25/2019,59.35,59.35,59.35,59.35,,0.00%,Rotterdam Coal
04/24/2019,59.35,59.35,59.35,59.35,,-0.50%,Rotterdam Coal
04/23/2019,59.65,59.65,59.65,59.65,,0.42%,Rotterdam Coal
04/22/2019,59.4,59.4,59.4,59.4,,0.00%,Rotterdam Coal
04/18/2019,59.4,59.4,59.4,59.4,,-0.34%,Rotterdam Coal
04/17/2019,59.6,59.6,59.6,59.6,,0.00%,Rotterdam Coal
04/16/2019,59.6,59.6,59.6,59.6,0.00K,0.34%,Rotterdam Coal
04/15/2019,59.4,59.4,59.4,59.4,0.05K,-1.25%,Rotterdam Coal
04/12/2019,60.15,60.15,60.15,60.15,0.09K,0.59%,Rotterdam Coal
04/11/2019,59.8,59.8,59.8,59.8,0.02K,0.00%,Rotterdam Coal
04/10/2019,59.8,60.0,60.0,59.0,0.02K,1.27%,Rotterdam Coal
04/09/2019,59.05,59.05,59.05,59.05,0.01K,0.60%,Rotterdam Coal
04/08/2019,58.7,58.7,58.7,58.7,0.02K,4.36%,Rotterdam Coal
04/05/2019,56.25,56.25,56.25,56.25,0.02K,0.36%,Rotterdam Coal
04/04/2019,56.05,55.0,55.25,55.0,0.10K,2.28%,Rotterdam Coal
04/03/2019,54.8,56.0,56.0,54.0,0.25K,-2.84%,Rotterdam Coal
04/02/2019,56.4,56.0,56.75,56.0,0.11K,-4.00%,Rotterdam Coal
04/01/2019,58.75,61.0,61.0,58.5,0.03K,-16.55%,Rotterdam Coal
03/29/2019,70.4,70.4,70.4,70.4,,-0.07%,Rotterdam Coal
03/28/2019,70.45,70.45,70.45,70.45,,-0.21%,Rotterdam Coal
03/27/2019,70.6,70.6,70.6,70.6,,-0.14%,Rotterdam Coal
03/26/2019,70.7,70.7,70.7,70.7,,0.00%,Rotterdam Coal
03/25/2019,70.7,70.7,70.7,70.7,,-0.21%,Rotterdam Coal
03/22/2019,70.85,70.85,70.85,70.85,,-0.14%,Rotterdam Coal
03/21/2019,70.95,70.95,70.95,70.95,,-0.35%,Rotterdam Coal
03/20/2019,71.2,71.1,71.1,70.95,0.02K,-0.07%,Rotterdam Coal
03/19/2019,71.25,71.25,71.25,71.25,,-0.28%,Rotterdam Coal
03/18/2019,71.45,71.15,71.5,71.15,0.04K,0.07%,Rotterdam Coal
03/15/2019,71.4,71.4,71.4,71.4,,-0.76%,Rotterdam Coal
03/14/2019,71.95,71.95,71.95,71.95,0.02K,0.21%,Rotterdam Coal
03/13/2019,71.8,71.5,71.5,71.5,0.03K,-1.17%,Rotterdam Coal
03/12/2019,72.65,72.65,72.65,72.65,0.07K,0.48%,Rotterdam Coal
03/11/2019,72.3,72.75,72.75,72.55,0.11K,-0.07%,Rotterdam Coal
03/08/2019,72.35,72.8,72.8,72.35,0.06K,-1.09%,Rotterdam Coal
03/07/2019,73.15,73.0,73.15,73.0,0.02K,-0.41%,Rotterdam Coal
03/06/2019,73.45,74.5,74.5,73.5,0.04K,-1.41%,Rotterdam Coal
03/05/2019,74.5,74.5,74.5,74.5,0.01K,-0.80%,Rotterdam Coal
03/04/2019,75.1,75.1,75.1,75.1,0.04K,0.67%,Rotterdam Coal
03/01/2019,74.6,74.9,74.9,74.75,0.04K,-0.60%,Rotterdam Coal
02/28/2019,75.05,75.05,75.05,75.05,0.07K,0.00%,Rotterdam Coal
02/27/2019,75.05,74.5,75.1,74.4,0.07K,1.35%,Rotterdam Coal
02/26/2019,74.05,75.0,75.0,74.0,0.06K,1.09%,Rotterdam Coal
02/25/2019,73.25,72.75,73.25,72.75,0.08K,-1.15%,Rotterdam Coal
02/22/2019,74.1,74.1,74.1,74.1,,-0.20%,Rotterdam Coal
02/21/2019,74.25,74.25,74.25,74.25,,-0.13%,Rotterdam Coal
02/20/2019,74.35,74.35,74.35,74.35,,0.41%,Rotterdam Coal
02/19/2019,74.05,74.0,74.0,74.0,0.00K,-0.07%,Rotterdam Coal
02/18/2019,74.1,74.1,74.1,74.1,0.01K,0.00%,Rotterdam Coal
02/15/2019,74.1,74.0,74.0,73.9,,0.47%,Rotterdam Coal
02/14/2019,73.75,73.9,74.0,73.8,0.03K,-0.47%,Rotterdam Coal
02/13/2019,74.1,73.6,73.9,73.6,0.06K,1.30%,Rotterdam Coal
02/12/2019,73.15,73.3,73.3,73.1,0.05K,-0.61%,Rotterdam Coal
02/11/2019,73.6,73.7,73.7,73.55,0.09K,-0.67%,Rotterdam Coal
02/08/2019,74.1,74.1,74.1,74.1,0.02K,-1.46%,Rotterdam Coal
02/07/2019,75.2,75.45,75.45,75.45,0.08K,-1.12%,Rotterdam Coal
02/06/2019,76.05,75.6,75.6,75.6,0.02K,0.46%,Rotterdam Coal
02/05/2019,75.7,75.85,76.6,75.5,0.18K,-0.79%,Rotterdam Coal
02/04/2019,76.3,76.0,76.1,75.6,0.14K,-1.86%,Rotterdam Coal
02/01/2019,77.75,78.75,78.75,77.75,0.17K,-1.64%,Rotterdam Coal
01/31/2019,79.05,78.9,79.35,78.5,0.60K,-1.00%,Rotterdam Coal
01/30/2019,79.85,80.0,80.0,79.75,0.12K,0.13%,Rotterdam Coal
01/29/2019,79.75,78.6,79.2,78.3,0.08K,0.95%,Rotterdam Coal
01/28/2019,79.0,79.85,79.85,78.8,0.10K,-3.07%,Rotterdam Coal
01/25/2019,81.5,81.5,81.5,81.5,,-0.43%,Rotterdam Coal
01/24/2019,81.85,81.85,81.85,81.85,,-0.12%,Rotterdam Coal
01/23/2019,81.95,81.95,81.95,81.95,0.00K,-0.06%,Rotterdam Coal
01/22/2019,82.0,82.0,82.0,82.0,0.01K,-0.36%,Rotterdam Coal
01/21/2019,82.3,82.3,82.3,82.3,0.00K,-1.08%,Rotterdam Coal
01/18/2019,83.2,83.35,83.35,83.35,0.02K,-0.24%,Rotterdam Coal
01/17/2019,83.4,83.4,83.4,83.4,0.03K,0.54%,Rotterdam Coal
01/16/2019,82.95,82.5,83.05,82.5,0.08K,0.55%,Rotterdam Coal
01/15/2019,82.5,82.25,82.4,82.25,0.13K,0.61%,Rotterdam Coal
01/14/2019,82.0,82.0,82.05,82.0,0.09K,-0.67%,Rotterdam Coal
01/11/2019,82.55,82.5,82.5,82.5,0.09K,0.49%,Rotterdam Coal
01/10/2019,82.15,82.0,82.0,82.0,0.13K,0.12%,Rotterdam Coal
01/09/2019,82.05,82.1,82.1,82.1,0.26K,0.00%,Rotterdam Coal
01/08/2019,82.05,82.05,82.05,82.05,0.20K,0.67%,Rotterdam Coal
01/07/2019,81.5,83.0,83.0,81.9,0.18K,-2.34%,Rotterdam Coal
01/04/2019,83.45,83.35,83.5,83.35,0.37K,-0.36%,Rotterdam Coal
01/03/2019,83.75,84.0,84.0,83.5,0.34K,-1.99%,Rotterdam Coal
01/02/2019,85.45,85.45,85.45,85.45,0.28K,-1.44%,Rotterdam Coal
12/31/2018,86.7,86.7,86.7,86.7,0.05K,-1.48%,Rotterdam Coal
12/28/2018,88.0,88.0,88.0,88.0,,0.86%,Rotterdam Coal
