Date,Price,Open,High,Low,Vol.,Change %,Type
01/05/2023,"2,516.00","2,515.00","2,517.50","2,515.00",0.01K,0.74%,Coking Coal
01/04/2023,"2,497.50","2,436.50","2,510.00","2,436.50",0.03K,-2.78%,Coking Coal
01/03/2023,"2,569.00","2,525.50","2,828.50","2,420.00",0.07K,3.34%,Coking Coal
12/30/2022,"2,486.00","2,457.00","2,506.50","2,447.50",2.85K,1.39%,Coking Coal
12/29/2022,"2,452.00","2,460.00","2,467.50","2,430.50",1.75K,-2.10%,Coking Coal
12/28/2022,"2,504.50","2,500.00","2,529.50","2,460.50",2.78K,0.89%,Coking Coal
12/27/2022,"2,482.50","2,433.50","2,513.50","2,433.50",2.81K,2.12%,Coking Coal
12/26/2022,"2,431.00","2,410.00","2,459.00","2,383.00",3.38K,1.86%,Coking Coal
12/23/2022,"2,386.50","2,380.00","2,409.50","2,356.50",1.95K,-0.21%,Coking Coal
12/22/2022,"2,391.50","2,414.00","2,416.50","2,363.00",2.19K,0.21%,Coking Coal
12/21/2022,"2,386.50","2,363.00","2,420.50","2,360.00",2.57K,0.85%,Coking Coal
12/20/2022,"2,366.50","2,366.50","2,380.50","2,345.50",4.21K,-0.44%,Coking Coal
12/19/2022,"2,377.00","2,366.00","2,404.00","2,357.50",5.71K,-1.65%,Coking Coal
12/16/2022,"2,417.00","2,415.50","2,451.00","2,370.00",7.77K,1.11%,Coking Coal
12/15/2022,"2,390.50","2,385.00","2,417.50","2,370.00",6.02K,-3.32%,Coking Coal
12/14/2022,"2,472.50","2,420.00","2,420.00","2,420.00",0.00K,-5.27%,Coking Coal
12/13/2022,"2,610.00","2,610.00","2,610.00","2,610.00",,7.85%,Coking Coal
12/12/2022,"2,420.00","2,420.00","2,420.00","2,420.00",0.00K,0.00%,Coking Coal
12/09/2022,"2,420.00","2,420.00","2,420.00","2,420.00",,0.00%,Coking Coal
12/08/2022,"2,420.00","2,420.00","2,420.00","2,420.00",,0.00%,Coking Coal
12/07/2022,"2,420.00","2,420.00","2,420.00","2,420.00",,0.00%,Coking Coal
12/06/2022,"2,420.00","2,420.00","2,420.00","2,420.00",,0.00%,Coking Coal
12/05/2022,"2,420.00","2,420.00","2,420.00","2,420.00",0.00K,-14.79%,Coking Coal
12/02/2022,"2,840.00","2,840.00","2,840.00","2,840.00",0.00K,-14.77%,Coking Coal
12/01/2022,"3,332.00","3,332.00","3,332.00","3,332.00",,0.00%,Coking Coal
11/30/2022,"3,332.00","3,332.00","3,332.00","3,332.00",0.00K,7.62%,Coking Coal
11/29/2022,"3,096.00","3,096.00","3,096.00","3,096.00",,0.00%,Coking Coal
11/28/2022,"3,096.00","3,194.00","3,194.00","2,998.50",0.00K,-3.07%,Coking Coal
11/25/2022,"3,194.00","3,194.00","3,194.50","3,194.00",0.00K,6.47%,Coking Coal
11/24/2022,"3,000.00","3,000.00","3,000.00","3,000.00",,2.02%,Coking Coal
11/23/2022,"2,940.50","2,940.50","2,940.50","2,940.50",,0.38%,Coking Coal
11/22/2022,"2,929.50","2,929.50","2,929.50","2,929.50",,5.57%,Coking Coal
11/21/2022,"2,775.00","2,775.00","2,775.00","2,775.00",0.00K,2.00%,Coking Coal
11/18/2022,"2,720.50","2,770.00","2,770.00","2,649.50",0.00K,-2.91%,Coking Coal
11/17/2022,"2,802.00","2,802.00","2,802.00","2,802.00",,1.08%,Coking Coal
11/16/2022,"2,772.00","2,772.00","2,772.00","2,772.00",,3.43%,Coking Coal
11/15/2022,"2,680.00","2,680.00","2,680.00","2,680.00",,-12.99%,Coking Coal
11/14/2022,"3,080.00","3,080.00","3,080.00","3,080.00",,0.00%,Coking Coal
11/11/2022,"3,080.00","3,080.00","3,080.00","3,080.00",,0.00%,Coking Coal
11/10/2022,"3,080.00","3,080.00","3,080.00","3,080.00",,0.00%,Coking Coal
11/09/2022,"3,080.00","3,080.00","3,080.00","3,080.00",,0.00%,Coking Coal
11/08/2022,"3,080.00","3,080.00","3,080.00","3,080.00",,0.00%,Coking Coal
11/07/2022,"3,080.00","3,080.00","3,080.00","3,080.00",,0.00%,Coking Coal
11/04/2022,"3,080.00","3,080.00","3,080.00","3,080.00",,0.00%,Coking Coal
11/03/2022,"3,080.00","3,080.00","3,080.00","3,080.00",,0.00%,Coking Coal
11/02/2022,"3,080.00","3,080.00","3,080.00","3,080.00",0.00K,0.00%,Coking Coal
11/01/2022,"3,080.00","3,080.00","3,080.00","3,080.00",,-6.62%,Coking Coal
10/31/2022,"3,298.50","3,720.50","3,720.50","3,058.00",0.00K,1.18%,Coking Coal
10/28/2022,"3,260.00","3,260.00","3,260.00","3,260.00",,0.00%,Coking Coal
10/27/2022,"3,260.00","3,260.00","3,260.00","3,260.00",0.00K,14.81%,Coking Coal
10/26/2022,"2,839.50","2,839.50","2,839.50","2,839.50",,0.00%,Coking Coal
10/25/2022,"2,839.50","3,063.50","3,063.50","2,615.50",0.00K,-0.42%,Coking Coal
10/24/2022,"2,851.50","2,851.50","2,851.50","2,851.50",,4.01%,Coking Coal
10/21/2022,"2,741.50","2,741.50","2,741.50","2,741.50",,0.00%,Coking Coal
10/20/2022,"2,741.50","2,741.50","2,741.50","2,741.50",,0.00%,Coking Coal
10/19/2022,"2,741.50","2,741.50","2,741.50","2,741.50",,0.00%,Coking Coal
10/18/2022,"2,741.50","2,741.50","2,741.50","2,741.50",,0.00%,Coking Coal
10/17/2022,"2,741.50","2,741.50","2,741.50","2,741.50",,0.00%,Coking Coal
10/14/2022,"2,741.50","2,741.50","2,741.50","2,741.50",,0.00%,Coking Coal
10/13/2022,"2,741.50","2,741.50","2,741.50","2,741.50",,0.00%,Coking Coal
10/12/2022,"2,741.50","2,741.50","2,741.50","2,741.50",,0.00%,Coking Coal
10/11/2022,"2,741.50","2,741.50","2,741.50","2,741.50",,0.00%,Coking Coal
10/10/2022,"2,741.50","2,741.50","2,741.50","2,741.50",,0.00%,Coking Coal
09/30/2022,"2,741.50","2,742.50","2,742.50","2,740.00",0.00K,14.95%,Coking Coal
09/29/2022,"2,385.00","2,370.00","2,400.50","2,370.00",0.00K,0.63%,Coking Coal
09/28/2022,"2,370.00","2,370.00","2,370.00","2,370.00",,2.62%,Coking Coal
09/27/2022,"2,309.50","2,244.00","2,378.00","2,244.00",0.01K,-3.59%,Coking Coal
09/26/2022,"2,395.50","2,250.00","2,474.00","2,250.00",0.03K,3.90%,Coking Coal
09/23/2022,"2,305.50","2,305.50","2,305.50","2,305.50",,2.10%,Coking Coal
09/22/2022,"2,258.00","2,291.00","2,291.00","2,225.50",0.00K,1.35%,Coking Coal
09/21/2022,"2,228.00","2,228.00","2,228.00","2,228.00",,1.62%,Coking Coal
09/20/2022,"2,192.50","2,189.50","2,196.00","2,189.50",0.00K,1.39%,Coking Coal
09/19/2022,"2,162.50","2,158.00","2,165.00","2,158.00",0.00K,0.21%,Coking Coal
09/16/2022,"2,158.00","2,158.00","2,158.00","2,158.00",,1.22%,Coking Coal
09/15/2022,"2,132.00","2,132.00","2,132.00","2,132.00",0.00K,0.16%,Coking Coal
09/14/2022,"2,128.50","2,128.50","2,128.50","2,128.50",,0.00%,Coking Coal
09/13/2022,"2,128.50","2,128.50","2,128.50","2,128.50",,0.00%,Coking Coal
09/09/2022,"2,128.50","2,102.00","2,129.50","2,102.00",0.10K,-0.02%,Coking Coal
09/08/2022,"2,129.00","2,129.50","2,129.50","2,103.00",0.09K,0.05%,Coking Coal
09/07/2022,"2,128.00","2,113.00","2,129.50","2,113.00",0.01K,-0.02%,Coking Coal
09/06/2022,"2,128.50","2,130.00","2,130.00","2,120.00",0.01K,0.02%,Coking Coal
09/05/2022,"2,128.00","2,130.00","2,130.00","2,120.00",0.02K,-0.07%,Coking Coal
09/02/2022,"2,129.50","2,129.50","2,130.50","2,129.50",0.01K,-0.28%,Coking Coal
09/01/2022,"2,135.50","2,140.00","2,142.00","2,110.00",0.21K,0.66%,Coking Coal
08/31/2022,"2,121.50","2,122.00","2,140.50","2,105.00",2.53K,-0.02%,Coking Coal
08/30/2022,"2,122.00","2,152.50","2,152.50","2,103.00",2.29K,-1.42%,Coking Coal
08/29/2022,"2,152.50","2,177.50","2,192.50","2,133.00",2.35K,-0.23%,Coking Coal
08/26/2022,"2,157.50","2,124.50","2,186.00","2,124.50",3.48K,0.77%,Coking Coal
08/25/2022,"2,141.00","2,150.00","2,153.00","2,128.50",4.90K,-0.42%,Coking Coal
08/24/2022,"2,150.00","2,145.00","2,170.00","2,127.00",4.93K,0.75%,Coking Coal
08/23/2022,"2,134.00","2,150.00","2,150.00","2,102.00",7.04K,1.55%,Coking Coal
08/22/2022,"2,101.50","2,095.00","2,140.00","2,064.50",13.67K,-0.36%,Coking Coal
08/19/2022,"2,109.00","2,135.00","2,158.50","2,074.00",23.41K,-1.52%,Coking Coal
08/18/2022,"2,141.50","2,165.00","2,167.50","2,123.00",27.15K,-1.86%,Coking Coal
08/17/2022,"2,182.00","2,200.00","2,225.00","2,130.00",37.36K,0.48%,Coking Coal
08/16/2022,"2,171.50","2,135.00","2,200.00","2,117.50",31.44K,0.07%,Coking Coal
08/15/2022,"2,170.00","2,162.00","2,202.50","2,126.50",39.04K,-9.58%,Coking Coal
08/12/2022,"2,400.00","2,400.00","2,400.00","2,400.00",,0.00%,Coking Coal
08/11/2022,"2,400.00","2,400.00","2,400.00","2,400.00",,0.00%,Coking Coal
08/10/2022,"2,400.00","2,400.00","2,400.00","2,400.00",,0.00%,Coking Coal
08/09/2022,"2,400.00","2,400.00","2,400.00","2,400.00",,0.00%,Coking Coal
08/08/2022,"2,400.00","2,400.00","2,400.00","2,400.00",,0.00%,Coking Coal
08/05/2022,"2,400.00","2,400.00","2,400.00","2,400.00",,0.00%,Coking Coal
08/04/2022,"2,400.00","2,400.00","2,400.00","2,400.00",,0.00%,Coking Coal
08/03/2022,"2,400.00","2,400.00","2,400.00","2,400.00",0.00K,3.74%,Coking Coal
08/02/2022,"2,313.50","2,313.50","2,313.50","2,313.50",,0.00%,Coking Coal
08/01/2022,"2,313.50","2,313.50","2,313.50","2,313.50",,0.00%,Coking Coal
07/29/2022,"2,313.50","2,391.50","2,392.00","2,251.50",0.01K,-1.80%,Coking Coal
07/28/2022,"2,356.00","2,383.50","2,451.50","2,294.50",0.00K,0.06%,Coking Coal
07/27/2022,"2,354.50","2,354.50","2,354.50","2,354.50",,0.00%,Coking Coal
07/26/2022,"2,354.50","2,330.00","2,419.50","2,295.00",0.01K,0.34%,Coking Coal
07/25/2022,"2,346.50","2,310.00","2,400.00","2,310.00",0.00K,-0.11%,Coking Coal
07/22/2022,"2,349.00","2,349.00","2,349.00","2,349.00",,0.00%,Coking Coal
07/21/2022,"2,349.00","2,397.50","2,434.00","2,260.50",0.02K,-0.40%,Coking Coal
07/20/2022,"2,358.50","2,358.50","2,358.50","2,358.50",,-3.02%,Coking Coal
07/19/2022,"2,432.00","2,405.00","2,573.50","2,360.00",0.01K,-0.67%,Coking Coal
07/18/2022,"2,448.50","2,448.50","2,448.50","2,448.50",,0.00%,Coking Coal
07/15/2022,"2,448.50","2,448.50","2,448.50","2,448.50",,-21.11%,Coking Coal
07/14/2022,"3,103.50","3,103.50","3,103.50","3,103.50",,0.00%,Coking Coal
07/13/2022,"3,103.50","3,103.50","3,103.50","3,103.50",,0.00%,Coking Coal
07/12/2022,"3,103.50","3,103.50","3,103.50","3,103.50",,0.00%,Coking Coal
07/11/2022,"3,103.50","3,103.50","3,103.50","3,103.50",,0.00%,Coking Coal
07/08/2022,"3,103.50","3,103.50","3,103.50","3,103.50",,0.00%,Coking Coal
07/07/2022,"3,103.50","3,103.50","3,103.50","3,103.50",,0.00%,Coking Coal
07/06/2022,"3,103.50","3,103.50","3,103.50","3,103.50",,0.00%,Coking Coal
07/05/2022,"3,103.50","3,103.50","3,103.50","3,103.50",,0.00%,Coking Coal
07/04/2022,"3,103.50","3,103.50","3,103.50","3,103.50",,0.00%,Coking Coal
07/01/2022,"3,103.50","3,103.50","3,103.50","3,103.50",,0.00%,Coking Coal
06/30/2022,"3,103.50","3,184.00","3,184.00","2,958.00",0.01K,12.08%,Coking Coal
06/29/2022,"2,769.00","2,769.00","2,769.00","2,769.00",0.00K,4.10%,Coking Coal
06/28/2022,"2,660.00","2,762.00","2,762.00","2,600.00",0.01K,-3.69%,Coking Coal
06/27/2022,"2,762.00","2,762.00","2,762.00","2,762.00",,-1.43%,Coking Coal
06/24/2022,"2,802.00","2,802.00","2,802.00","2,802.00",,-0.64%,Coking Coal
06/23/2022,"2,820.00","2,820.00","2,820.00","2,820.00",,0.00%,Coking Coal
06/22/2022,"2,820.00","2,878.50","2,878.50","2,762.00",0.00K,7.84%,Coking Coal
06/21/2022,"2,615.00","2,310.00","2,737.00","2,310.00",0.06K,-2.91%,Coking Coal
06/20/2022,"2,693.50","2,853.00","2,853.00","2,564.50",0.01K,-5.47%,Coking Coal
06/17/2022,"2,849.50","2,768.00","2,931.00","2,768.00",0.01K,-1.86%,Coking Coal
06/16/2022,"2,903.50","2,903.50","2,903.50","2,903.50",0.00K,-9.62%,Coking Coal
06/15/2022,"3,212.50","3,212.50","3,212.50","3,212.50",,2.80%,Coking Coal
06/14/2022,"3,125.00","3,125.00","3,125.00","3,125.00",,0.00%,Coking Coal
06/13/2022,"3,125.00","3,125.00","3,125.00","3,125.00",0.00K,-3.85%,Coking Coal
06/10/2022,"3,250.00","3,250.00","3,250.00","3,250.00",,-1.52%,Coking Coal
06/09/2022,"3,300.00","3,300.00","3,300.00","3,300.00",,0.00%,Coking Coal
06/08/2022,"3,300.00","3,300.00","3,300.00","3,300.00",,0.00%,Coking Coal
06/07/2022,"3,300.00","3,300.00","3,300.00","3,300.00",,0.00%,Coking Coal
06/06/2022,"3,300.00","3,300.00","3,300.00","3,300.00",,0.00%,Coking Coal
06/02/2022,"3,300.00","3,300.00","3,300.00","3,300.00",,0.00%,Coking Coal
06/01/2022,"3,300.00","3,300.00","3,300.00","3,300.00",0.00K,5.77%,Coking Coal
05/31/2022,"3,120.00","3,340.00","3,340.00","2,750.00",0.01K,-0.16%,Coking Coal
05/30/2022,"3,125.00","3,132.00","3,167.00","3,069.50",0.00K,1.31%,Coking Coal
05/27/2022,"3,084.50","3,072.00","3,109.50","3,072.00",0.00K,3.80%,Coking Coal
05/26/2022,"2,971.50","2,893.50","3,045.00","2,893.50",0.01K,4.10%,Coking Coal
05/25/2022,"2,854.50","2,852.50","2,857.00","2,852.50",0.00K,-1.16%,Coking Coal
05/24/2022,"2,888.00","2,878.00","2,898.00","2,878.00",0.00K,-1.84%,Coking Coal
05/23/2022,"2,942.00","2,993.50","2,993.50","2,890.50",0.00K,4.77%,Coking Coal
05/20/2022,"2,808.00","2,808.00","2,808.00","2,808.00",,1.76%,Coking Coal
05/19/2022,"2,759.50","2,759.50","2,759.50","2,759.50",0.00K,-10.26%,Coking Coal
05/18/2022,"3,075.00","3,000.00","3,000.00","2,951.00",0.01K,2.52%,Coking Coal
05/17/2022,"2,999.50","2,999.00","3,000.00","2,999.00",0.00K,0.86%,Coking Coal
05/16/2022,"2,974.00","3,000.50","3,000.50","2,871.00",0.01K,-2.46%,Coking Coal
05/13/2022,"3,049.00","3,049.00","3,049.00","3,049.00",,0.00%,Coking Coal
05/12/2022,"3,049.00","3,055.00","3,055.00","3,000.00",0.08K,-0.29%,Coking Coal
05/11/2022,"3,058.00","3,050.00","3,060.00","3,000.00",0.28K,-1.89%,Coking Coal
05/10/2022,"3,117.00","3,117.00","3,117.00","3,117.00",,-1.72%,Coking Coal
05/09/2022,"3,171.50","3,171.50","3,171.50","3,171.50",,0.00%,Coking Coal
05/06/2022,"3,171.50","3,174.50","3,175.00","3,154.00",0.01K,2.70%,Coking Coal
05/05/2022,"3,088.00","3,299.00","3,299.00","2,921.00",0.53K,3.28%,Coking Coal
04/29/2022,"2,990.00","2,950.50","3,386.50","2,915.00",2.22K,-0.75%,Coking Coal
04/28/2022,"3,012.50","3,070.00","3,070.00","2,951.00",2.42K,-2.43%,Coking Coal
04/27/2022,"3,087.50","3,115.00","3,115.00","3,055.50",2.50K,0.46%,Coking Coal
04/26/2022,"3,073.50","3,040.00","3,120.00","3,030.00",3.21K,0.29%,Coking Coal
04/25/2022,"3,064.50","3,077.50","3,098.50","3,035.00",6.26K,-0.47%,Coking Coal
04/22/2022,"3,079.00","3,120.00","3,120.00","3,061.00",3.78K,-0.21%,Coking Coal
04/21/2022,"3,085.50","3,052.00","3,116.00","3,051.00",4.33K,-0.31%,Coking Coal
04/20/2022,"3,095.00","3,055.00","3,136.00","3,052.00",7.53K,-1.39%,Coking Coal
04/19/2022,"3,138.50","3,155.00","3,195.00","3,045.00",17.94K,-16.11%,Coking Coal
04/18/2022,"3,741.00","3,741.00","3,741.00","3,741.00",,0.00%,Coking Coal
04/15/2022,"3,741.00","3,741.00","3,741.00","3,741.00",,0.00%,Coking Coal
04/14/2022,"3,741.00","3,741.00","3,741.00","3,741.00",,0.00%,Coking Coal
04/13/2022,"3,741.00","3,741.00","3,741.00","3,741.00",,0.00%,Coking Coal
04/12/2022,"3,741.00","3,741.00","3,741.00","3,741.00",,0.00%,Coking Coal
04/11/2022,"3,741.00","3,741.00","3,741.00","3,741.00",,0.00%,Coking Coal
04/08/2022,"3,741.00","3,741.00","3,741.00","3,741.00",,0.00%,Coking Coal
04/07/2022,"3,741.00","3,741.00","3,741.00","3,741.00",,0.00%,Coking Coal
04/06/2022,"3,741.00","3,741.00","3,741.00","3,741.00",,0.00%,Coking Coal
04/01/2022,"3,741.00","3,741.00","3,741.00","3,741.00",,0.00%,Coking Coal
03/31/2022,"3,741.00","3,690.00","3,792.00","3,690.00",0.00K,5.93%,Coking Coal
03/30/2022,"3,531.50","3,531.50","3,531.50","3,531.50",,0.00%,Coking Coal
03/29/2022,"3,531.50","3,429.00","3,672.00","3,429.00",0.01K,6.00%,Coking Coal
03/28/2022,"3,331.50","3,467.00","3,467.00","3,170.00",0.01K,2.67%,Coking Coal
03/25/2022,"3,245.00","3,245.00","3,245.00","3,245.00",0.00K,4.22%,Coking Coal
03/24/2022,"3,113.50","3,113.50","3,113.50","3,113.50",,0.11%,Coking Coal
03/23/2022,"3,110.00","3,062.50","3,170.00","3,062.50",0.00K,-1.46%,Coking Coal
03/22/2022,"3,156.00","3,050.50","3,290.00","3,050.50",0.01K,0.86%,Coking Coal
03/21/2022,"3,129.00","3,156.00","3,156.00","3,051.00",0.00K,-4.43%,Coking Coal
03/18/2022,"3,274.00","3,274.00","3,274.00","3,274.00",,0.00%,Coking Coal
03/17/2022,"3,274.00","3,348.00","3,348.00","3,200.00",0.00K,2.34%,Coking Coal
03/16/2022,"3,199.00","3,199.00","3,199.00","3,199.00",,0.00%,Coking Coal
03/15/2022,"3,199.00","3,199.00","3,199.00","3,199.00",,16.33%,Coking Coal
03/14/2022,"2,750.00","2,750.00","2,750.00","2,750.00",0.00K,-8.94%,Coking Coal
03/11/2022,"3,020.00","3,020.00","3,020.00","3,020.00",,14.31%,Coking Coal
03/10/2022,"2,642.00","2,642.00","2,642.00","2,642.00",,0.00%,Coking Coal
03/09/2022,"2,642.00","2,642.00","2,642.00","2,642.00",,0.00%,Coking Coal
03/08/2022,"2,642.00","2,642.00","2,642.00","2,642.00",,0.00%,Coking Coal
03/07/2022,"2,642.00","2,642.00","2,642.00","2,642.00",,0.00%,Coking Coal
03/04/2022,"2,642.00","2,642.00","2,642.00","2,642.00",,0.00%,Coking Coal
03/03/2022,"2,642.00","2,642.00","2,642.00","2,642.00",,0.00%,Coking Coal
03/02/2022,"2,642.00","2,642.00","2,642.00","2,642.00",,0.00%,Coking Coal
03/01/2022,"2,642.00","2,642.00","2,642.00","2,642.00",,0.00%,Coking Coal
02/28/2022,"2,642.00","2,494.50","2,750.00","2,494.50",0.01K,7.44%,Coking Coal
02/25/2022,"2,459.00","2,432.00","2,575.50","2,395.00",0.01K,-6.77%,Coking Coal
02/24/2022,"2,637.50","2,637.50","2,637.50","2,637.50",0.00K,1.29%,Coking Coal
02/23/2022,"2,604.00","2,605.00","2,605.00","2,600.00",0.01K,-0.04%,Coking Coal
02/22/2022,"2,605.00","2,591.50","2,689.00","2,591.50",0.03K,-4.93%,Coking Coal
02/21/2022,"2,740.00","2,630.50","2,766.00","2,630.50",0.05K,3.09%,Coking Coal
02/18/2022,"2,658.00","2,658.00","2,658.00","2,658.00",,0.00%,Coking Coal
02/17/2022,"2,658.00","2,658.00","2,658.00","2,658.00",,0.00%,Coking Coal
02/16/2022,"2,658.00","2,658.00","2,658.00","2,658.00",,0.00%,Coking Coal
02/15/2022,"2,658.00","2,658.00","2,658.00","2,658.00",,0.00%,Coking Coal
02/14/2022,"2,658.00","2,658.00","2,658.00","2,658.00",,0.00%,Coking Coal
02/11/2022,"2,658.00","2,658.00","2,658.00","2,658.00",,0.00%,Coking Coal
02/10/2022,"2,658.00","2,658.00","2,658.00","2,658.00",,0.00%,Coking Coal
02/09/2022,"2,658.00","2,658.00","2,658.00","2,658.00",,0.00%,Coking Coal
02/08/2022,"2,658.00","2,658.00","2,658.00","2,658.00",,0.00%,Coking Coal
02/07/2022,"2,658.00","2,658.00","2,658.00","2,658.00",,0.00%,Coking Coal
01/28/2022,"2,658.00","2,748.00","2,851.00","2,109.00",0.02K,7.20%,Coking Coal
01/27/2022,"2,479.50","2,479.50","2,479.50","2,479.50",,0.00%,Coking Coal
01/26/2022,"2,479.50","2,422.00","2,563.00","2,422.00",0.01K,1.10%,Coking Coal
01/25/2022,"2,452.50","2,452.50","2,452.50","2,452.50",0.00K,-2.81%,Coking Coal
01/24/2022,"2,523.50","2,450.50","2,575.00","2,450.50",0.01K,2.25%,Coking Coal
01/21/2022,"2,468.00","2,486.00","2,486.00","2,450.00",0.00K,-0.48%,Coking Coal
01/20/2022,"2,480.00","2,470.00","2,492.00","2,470.00",0.00K,2.31%,Coking Coal
01/19/2022,"2,424.00","2,424.00","2,424.00","2,424.00",,0.12%,Coking Coal
01/18/2022,"2,421.00","2,421.00","2,421.00","2,421.00",,9.25%,Coking Coal
01/17/2022,"2,216.00","2,366.00","2,366.00","2,366.00",0.01K,-6.34%,Coking Coal
01/14/2022,"2,366.00","2,650.00","2,670.00","2,335.00",0.12K,1.81%,Coking Coal
01/13/2022,"2,324.00","2,370.50","2,487.50","2,233.00",0.18K,-2.43%,Coking Coal
01/12/2022,"2,382.00","2,365.00","2,400.00","2,365.00",0.06K,0.19%,Coking Coal
01/11/2022,"2,377.50","2,377.50","2,377.50","2,377.50",,0.00%,Coking Coal
01/10/2022,"2,377.50","2,202.50","2,400.00","2,182.50",0.06K,8.71%,Coking Coal
01/07/2022,"2,187.00","2,180.50","2,241.50","2,070.00",0.16K,-0.32%,Coking Coal
01/06/2022,"2,194.00","2,183.00","2,199.50","2,172.00",0.15K,1.95%,Coking Coal
01/05/2022,"2,152.00","2,175.50","2,176.00","2,136.50",0.03K,4.42%,Coking Coal
01/04/2022,"2,061.00","2,040.00","2,358.50","2,029.00",0.31K,0.37%,Coking Coal
12/31/2021,"2,053.50","2,060.00","2,074.00","2,039.50",0.81K,-0.73%,Coking Coal
12/30/2021,"2,068.50","2,078.50","2,093.00","2,060.00",0.60K,-0.62%,Coking Coal
12/29/2021,"2,081.50","2,089.00","2,098.00","2,070.00",0.58K,-0.36%,Coking Coal
12/28/2021,"2,089.00","2,079.50","2,104.00","2,079.50",0.54K,-1.32%,Coking Coal
12/27/2021,"2,117.00","2,130.50","2,149.00","2,098.00",1.36K,-0.63%,Coking Coal
12/24/2021,"2,130.50","2,137.00","2,140.00","2,119.00",0.76K,0.24%,Coking Coal
12/23/2021,"2,125.50","2,125.00","2,135.50","2,116.50",0.49K,0.26%,Coking Coal
12/22/2021,"2,120.00","2,104.50","2,131.50","2,103.00",0.78K,0.14%,Coking Coal
12/21/2021,"2,117.00","2,112.50","2,138.00","2,094.00",1.13K,-0.14%,Coking Coal
12/20/2021,"2,120.00","2,060.00","2,148.00","2,060.00",2.67K,2.46%,Coking Coal
12/17/2021,"2,069.00","2,067.00","2,082.00","2,052.50",1.49K,0.78%,Coking Coal
12/16/2021,"2,053.00","2,015.00","2,077.00","2,014.50",1.60K,1.33%,Coking Coal
12/15/2021,"2,026.00","2,010.00","2,048.00","2,010.00",1.28K,-24.49%,Coking Coal
12/14/2021,"2,683.00","2,683.00","2,683.00","2,683.00",,7.32%,Coking Coal
12/13/2021,"2,500.00","2,500.00","2,500.00","2,500.00",,0.00%,Coking Coal
12/10/2021,"2,500.00","2,500.00","2,500.00","2,500.00",,0.00%,Coking Coal
12/09/2021,"2,500.00","2,500.00","2,500.00","2,500.00",0.00K,-3.47%,Coking Coal
