"REPORTINGPRODUCTGROUP","COUNTRY","REPORTINGCHANNEL","Period","Item","BRAND","REGION","BRIDGESTONE TYPE","DIMENSION (Truck Tyres)","RIMDIAMET.'/MM","WIDTH IN INCH","WIDTH IN MM","ASPECT RATIO","TUBE / TUBLESS","LOADINDEX","SPEEDINDEX","FirstActivity","SALES UNITS","SALES <LC>","PRICE TWD/UN."
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","668","CONSTANCY","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","NOVEMBER 2016",26.07311480,242479.96764000,9300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","A876","JOYALL","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","UNKNOWN","315","80","TL","154","M (-130KM)","SEPTEMBER 2020",10.66666667,93866.66666666,8800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","AGILIS","MICHELIN","CENTRAL TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TL","128","L (-120KM)","OCTOBER 2016",49.58226946,337193.18049791,6800.68065050
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","AGILIS","MICHELIN","NORTH TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TL","128","L (-120KM)","OCTOBER 2016",81.38724000,553433.23200000,6800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","AL 01","TONOVA","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","157","L (-120KM)","SEPTEMBER 2021",5.19252710,36347.68970000,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","AR780","ALLROUND","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","L (-120KM)","JULY 2017",2.60731148,24247.99676400,9300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","AT103","AUSTONE","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","UNKNOWN","315","80","TL","154","M (-130KM)","NOVEMBER 2020",118.50000300,1007250.02550000,8500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","AT121","AUSTONE","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","UNKNOWN","315","80","TL","154","L (-120KM)","OCTOBER 2020",39.50000100,355500.00900000,9000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","BF600","BEFRIEND","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","80","315","80","TL","UNKNOWN","UNKNOWN","MAY 2017",104.29245920,730047.21440000,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","BF602","BEFRIEND","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","J (-100KM)","APRIL 2017",40.50907667,344327.15166670,8500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","CDR 183","CARGOPOWER","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","M (-130KM)","JUNE 2019",27.42857143,233142.85714286,8500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","CR158","CST","NORTH TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TT","126","M (-130KM)","JUNE 2019",123.42857143,864000.00000002,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","CR158","CST","CENTRAL TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","133","L (-120KM)","AUGUST 2019",24.30544600,182290.84500002,7500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","CR158","CST","NORTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","133","L (-120KM)","AUGUST 2019",41.14285714,288000.00000001,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","CR298","CST","NORTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","NOVEMBER 2021",27.42857143,323657.14285715,11800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","CR993","TOPRUNNER","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","JANUARY 2022",10.38505420,83080.43360000,8000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","D960","LINGLONG","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",200.99998880,1708499.90480005,8500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","D960","LINGLONG","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",9.40000000,79900.00000000,8500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","D960","LINGLONG","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",64.33333333,546833.33333331,8500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","DGC80","DOUBLEHAPPINESS","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","161","K (-110KM)","DECEMBER 2021",2.59626355,23366.37195000,9000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","DT-1050","DURO","CENTRAL TAIWAN","TBR","11.00/20","20'","11","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",6.90000000,60720.00000000,8800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","DT-1050","DURO","SOUTH TAIWAN","TBR","11.00/20","20'","11","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",5.33333333,46933.33333333,8800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","DT-1050","DURO","CENTRAL TAIWAN","TBR","10.00/20","20'","10","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","FEBRUARY 2018",82.74000000,711564.00000002,8600.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","DT-1050","DURO","NORTH TAIWAN","TBR","10.00/20","20'","10","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","FEBRUARY 2018",14.10000000,121260.00000000,8600.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","DT-1050","DURO","SOUTH TAIWAN","TBR","10.00/20","20'","10","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","FEBRUARY 2018",61.33333333,527466.66666663,8600.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","DT966","INNING TYRE","NORTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","FEBRUARY 2021",27.42857143,205714.28571429,7500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","DT966","INNING TYRE","SOUTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","FEBRUARY 2021",5.33333333,37333.33333333,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","DT966","INNING TYRE","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","M (-130KM)","FEBRUARY 2021",68.57142857,548571.42857144,8000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","DT966","INNING TYRE","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","M (-130KM)","FEBRUARY 2021",10.66666667,74666.66666666,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","ET553","WESTLAKE","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","UNKNOWN","NOVEMBER 2021",13.06666667,107146.66666667,8200.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","ET553","WESTLAKE","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","UNKNOWN","NOVEMBER 2021",8.22500000,67445.00000000,8200.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","ET553","WESTLAKE","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","UNKNOWN","NOVEMBER 2021",40.16666667,329366.66666665,8200.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","FR:01","PIRELLI","CENTRAL TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","126","M (-130KM)","AUGUST 2020",2.02545383,13165.44991667,6500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","FR:01 TRIATHLON","PIRELLI","NORTH TAIWAN","LSR2","225/75/17.5","17.5'","N.A.","225","75","TL","129","M (-130KM)","AUGUST 2021",4.70000000,34780.00000000,7400.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","G515","BRIDGESTONE","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","M (-130KM)","OCTOBER 2016",80.00000800,1120000.11200000,14000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","G582","BRIDGESTONE","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",114.35387447,1623825.01742671,14200.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","G582","BRIDGESTONE","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",13.61342310,193310.60802000,14200.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","G582","BRIDGESTONE","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",103.62318234,1463449.18846399,14122.79719056
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GA26","ROADONE","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","K (-110KM)","JUNE 2020",176.99995356,1469099.61452666,8300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GAL836","GITI","NORTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","L (-120KM)","MAY 2017",27.42857143,260571.42857143,9500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GAR820","GT RADIAL","CENTRAL TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","143","K (-110KM)","FEBRUARY 2018",35.35337305,229796.92485028,6500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GAR820","GT RADIAL","NORTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","143","K (-110KM)","FEBRUARY 2018",41.14285714,213942.85714286,5200.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GAR820","GT RADIAL","SOUTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","143","K (-110KM)","FEBRUARY 2018",10.66666667,53333.33333333,5000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GAR820","GITI","NORTH TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","128","M (-130KM)","FEBRUARY 2019",41.14285714,185142.85714286,4500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GAR820","GITI","NORTH TAIWAN","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","124","M (-130KM)","OCTOBER 2021",41.14285714,218057.14285715,5300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GD768","GREEN DRAGON","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","NOVEMBER 2021",20.77010840,186930.97560000,9000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GL282A","ADVANCE","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","AUGUST 2021",7.78879065,66204.72052500,8500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GR678","GRENLANDER","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","M (-130KM)","OCTOBER 2021",10.71666667,85733.33333334,8000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GR678","GRENLANDER","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","M (-130KM)","OCTOBER 2021",8.22500000,65800.00000000,8000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GR678","GRENLANDER","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","M (-130KM)","OCTOBER 2021",2.66666667,21333.33333333,8000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GR772","GREFORCE","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","UNKNOWN","315","80","TL","156","M (-130KM)","SEPTEMBER 2020",61.86840284,494947.22275444,8000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GSR225 COMBI ROAD","GITI","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","158","L (-120KM)","AUGUST 2019",41.14285714,362057.14285715,8800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","GSR225 COMBI ROAD","GITI","NORTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","154","M (-130KM)","AUGUST 2019",41.14285714,329142.85714286,8000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","HA-858","NANKANG","NORTH TAIWAN","LSR2","225/75/17.5","17.5'","N.A.","225","75","TL","129","M (-130KM)","MAY 2020",82.28571429,658285.71428573,8000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","HD797","GOLDSHIELD","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","M (-130KM)","MARCH 2019",5.19252710,33751.42615000,6500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","HD797","GOLDSHIELD","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","M (-130KM)","MARCH 2019",137.14285714,1028571.42857145,7500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","HD919","GOLDSHIELD","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","UNKNOWN","MAY 2018",27.42857143,219428.57142858,8000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","HF121","FESITE","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","UNKNOWN","OCTOBER 2017",12.15272300,97221.78400001,8000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","HF21","ROADONE","NORTH TAIWAN","TBR","295/80/22.5","22.5""","UNKNOWN","295","80","TL","152","M (-130KM)","SEPTEMBER 2020",8.22500000,74025.00000000,9000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","HL716","LIONSTONE","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","L (-120KM)","JANUARY 2022",48.61090172,422914.84498295,8700.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","HS26","HANKSUGI","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","M (-130KM)","JUNE 2021",83.08043360,872344.55280000,10500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","HS268","KAPSEN","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","L (-120KM)","MARCH 2017",96.00000000,720000.00000002,7500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","LANDY TIRE DD909","UNBRANDED","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","157","K (-110KM)","JULY 2017",37.41878400,280640.87999998,7500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","LANDY TIRE DT966","UNBRANDED","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","UNKNOWN","APRIL 2017",18.70939200,130965.74399999,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","LM-R217","ROADLUX","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","M (-130KM)","MARCH 2020",15.57758130,140198.23170000,9000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","M729","BRIDGESTONE","NORTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","L (-120KM)","OCTOBER 2016",66.99246963,927845.70041891,13849.99994000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","M729","BRIDGESTONE","SOUTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","L (-120KM)","OCTOBER 2016",60.00000600,750000.07500000,12500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","M729","BRIDGESTONE","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","M (-130KM)","OCTOBER 2016",72.68959919,1030979.39474383,14183.31379320
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","M729","BRIDGESTONE","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","M (-130KM)","OCTOBER 2016",170.43537092,2642733.90368830,15505.78315630
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","M729","BRIDGESTONE","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","M (-130KM)","OCTOBER 2016",326.00001400,4461600.20299990,13685.88960551
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","M805","BRIDGESTONE","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","L (-120KM)","OCTOBER 2016",12.66666667,189999.99999999,15000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","M810","BRIDGESTONE","CENTRAL TAIWAN","TBR","225/90/17.5","17.5'","N.A.","225","90","TL","127","L (-120KM)","NOVEMBER 2016",57.08802349,411033.76910448,7200.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","M810","BRIDGESTONE","SOUTH TAIWAN","TBR","225/90/17.5","17.5'","N.A.","225","90","TL","127","L (-120KM)","NOVEMBER 2016",86.33334133,626666.72426666,7258.68725325
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","MA268","MAXXIS","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",16.57338852,205510.01768096,12400.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","MA268","MAXXIS","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","J (-100KM)","NOVEMBER 2016",124.30015441,1529158.30023396,12302.14320753
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","MA268","MAXXIS","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","J (-100KM)","NOVEMBER 2016",29.13588937,378766.56183226,13000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","MA268","MAXXIS","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","J (-100KM)","NOVEMBER 2016",283.98149252,3265787.16403167,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","MA280","MAXXIS","TAIPEI CITY","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","JULY 2020",90.18180562,991999.86181686,11000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","MD816","MAXXIS","NORTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","J (-100KM)","OCTOBER 2016",145.67944686,2039512.25601988,14000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","MD816","MAXXIS","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","J (-100KM)","NOVEMBER 2016",378.36992061,5326711.41913749,14078.05200410
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","MD816","MAXXIS","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","J (-100KM)","NOVEMBER 2016",26.23762726,301732.71350433,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","NR-066","NANKANG","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","7.00/15","15'","7","N.A.","N.A.","TT","114","L (-120KM)","OCTOBER 2018",17.67668653,70706.74610778,4000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","NR-066","NANKANG","NORTH TAIWAN","EXCLUDED TBR AND LSR2","7.00/15","15'","7","N.A.","N.A.","TT","114","L (-120KM)","OCTOBER 2018",27.42857143,87771.42857143,3200.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","NR-066","NANKANG","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","7.00/16","16'","7","N.A.","N.A.","TT","117","L (-120KM)","OCTOBER 2018",26.07311480,117329.01660000,4500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","NR-066","NANKANG","NORTH TAIWAN","EXCLUDED TBR AND LSR2","7.00/16","16'","7","N.A.","N.A.","TT","117","L (-120KM)","OCTOBER 2018",68.57142857,255085.71428572,3720.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","OP201","OPALS","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","UNKNOWN","315","80","TL","UNKNOWN","UNKNOWN","SEPTEMBER 2020",17.67668653,159090.17874250,9000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","OP201","OPALS","NORTH TAIWAN","TBR","315/80/22.5","22.5""","UNKNOWN","315","80","TL","UNKNOWN","UNKNOWN","SEPTEMBER 2020",96.00000000,768000.00000002,8000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","OP202","OPALS","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","UNKNOWN","UNKNOWN","DECEMBER 2021",4.05090767,36458.16900000,9000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","P276","PRESA","CENTRAL TAIWAN","TBR","11.00/20","20'","11","UNKNOWN","11","TL","96","J (-100KM)","NOVEMBER 2016",49.17072396,526126.74637201,10700.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","P276","PRESA","NORTH TAIWAN","TBR","11.00/20","20'","11","UNKNOWN","11","TL","96","J (-100KM)","NOVEMBER 2016",7.05000000,75435.00000000,10700.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","P276","PRESA","SOUTH TAIWAN","TBR","11.00/20","20'","11","UNKNOWN","11","TL","96","J (-100KM)","NOVEMBER 2016",73.77975267,789443.35353331,10700.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","PAM519","PRIMEWELL","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","L (-120KM)","MARCH 2021",36.45817629,364581.76291634,10000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","PL909","PRESA","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","148","K (-110KM)","FEBRUARY 2017",101.65862644,1219903.51728004,12000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","PL909","PRESA","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","148","K (-110KM)","FEBRUARY 2017",14.10000000,169200.00000000,12000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","PL909","PRESA","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","148","K (-110KM)","FEBRUARY 2017",110.44049933,1325285.99199994,12000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","PR-101","PRESA","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","DECEMBER 2016",49.17072396,590048.68752002,12000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","PR-101","PRESA","NORTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","DECEMBER 2016",7.05000000,84600.00000000,12000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","PR-101","PRESA","SOUTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","DECEMBER 2016",73.77975267,885357.03199997,12000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","PREMIUM LINE A","AUFINE","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","160","J (-100KM)","OCTOBER 2021",48.61090172,486109.01722178,10000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R150","BRIDGESTONE","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",235.85889895,3229695.54600017,13693.33767091
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R150","BRIDGESTONE","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",261.18910993,3779783.78515389,14471.44479380
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R150","BRIDGESTONE","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",257.62319034,3513246.40295754,13637.15121409
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R150","BRIDGESTONE","CENTRAL TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","L (-120KM)","OCTOBER 2016",17.73921634,223514.12585486,12600.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R150","BRIDGESTONE","NORTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","L (-120KM)","OCTOBER 2016",74.13466824,981508.19929654,13239.53047353
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R150","BRIDGESTONE","SOUTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","L (-120KM)","OCTOBER 2016",261.33334933,3139546.85866659,12013.57142774
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R150","BRIDGESTONE","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","OCTOBER 2016",367.90110470,4792689.33799709,13027.11320191
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R150","BRIDGESTONE","NORTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","OCTOBER 2016",157.05725346,1969097.53878906,12537.45048643
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R150","BRIDGESTONE","SOUTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","OCTOBER 2016",219.62318834,2741811.60344375,12484.16264301
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R150","BRIDGESTONE","TAIPEI CITY","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","OCTOBER 2016",359.10531865,4405912.47351341,12269.13733858
