"REPORTINGPRODUCTGROUP","COUNTRY","REPORTINGCHANNEL","Period","Item","BRAND","REGION","BRIDGESTONE TYPE","DIMENSION (Truck Tyres)","RIMDIAMET.'/MM","WIDTH IN INCH","WIDTH IN MM","ASPECT RATIO","TUBE / TUBLESS","LOADINDEX","SPEEDINDEX","FirstActivity","SALES UNITS","SALES <LC>","PRICE TWD/UN."
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","R294","BRIDGESTONE","NORTH TAIWAN","LSR2","225/75/17.5","17.5'","N.A.","225","75","TL","128","M (-130KM)","OCTOBER 2016",53.94212985,395341.43762809,7328.99199066
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","R294","BRIDGESTONE","CENTRAL TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","NOVEMBER 2016",22.47951144,169589.10986356,7544.16350678
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","R294","BRIDGESTONE","NORTH TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","NOVEMBER 2016",17.39525677,135683.00284214,7800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","R294","BRIDGESTONE","SOUTH TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","NOVEMBER 2016",22.00000000,160600.00000000,7300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","R294","BRIDGESTONE","NORTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","162","M (-130KM)","OCTOBER 2016",57.14422804,802268.36104809,14039.35950510
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","R294","BRIDGESTONE","SOUTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","162","M (-130KM)","OCTOBER 2016",188.66666667,2364666.66666666,12533.56890459
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","RD525","ROADONE","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","UNKNOWN","315","80","TL","157","K (-110KM)","SEPTEMBER 2020",102.66666667,924000.00000008,9000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","RF02","ROADONE","CENTRAL TAIWAN","LSR2","7.50/16","16'","7.5","UNKNOWN","N.A.","TL","122","L (-120KM)","NOVEMBER 2020",14.66666667,88000.00000001,6000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","RI151","FALKEN","CENTRAL TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","129","L (-120KM)","NOVEMBER 2019",330.99993062,2184599.54210667,6600.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","RI151","FALKEN","NORTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","129","L (-120KM)","NOVEMBER 2019",28.20000000,186120.00000000,6600.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","RI151","FALKEN","SOUTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","129","L (-120KM)","NOVEMBER 2019",213.33333333,1407999.99999991,6600.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","RY103","YOKOHAMA","TAIPEI CITY","TBR","215/70/17.5","17.5'","N.A.","215","70","TL","UNKNOWN","J (-100KM)","MAY 2019",3.80000000,26600.00000000,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","S200","GOODYEAR","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","M (-130KM)","OCTOBER 2016",121.00000000,1512500.00000000,12500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","SH55","CONSTANCY","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","UNKNOWN","315","80","TL","UNKNOWN","UNKNOWN","OCTOBER 2020",26.11111111,182777.77777777,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","SP 160","DUNLOP","NORTH TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TT","128","UNKNOWN","JULY 2017",48.00000000,305142.85714286,6357.14285714
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","SP 160","DUNLOP","NORTH TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TT","122","L (-120KM)","OCTOBER 2016",102.85714286,577371.42857144,5613.33333333
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","SP835","DUNLOP","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","MARCH 2021",57.44444444,718055.55555553,12500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","TDM87","TEEREX","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","UNKNOWN","315","80","TL","UNKNOWN","UNKNOWN","NOVEMBER 2020",72.76924356,727692.43555552,10000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","TDM89","TEEREX","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","UNKNOWN","315","80","TL","UNKNOWN","UNKNOWN","NOVEMBER 2020",99.23078667,1091538.65333329,11000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UE101","MAXXIS","NORTH TAIWAN","EXCLUDED TBR AND LSR2","6.50/16","16'","6.5","N.A.","N.A.","TL","108","N (-140KM)","OCTOBER 2016",61.57893160,221684.15375370,3600.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UE101","MAXXIS","SOUTH TAIWAN","EXCLUDED TBR AND LSR2","6.50/16","16'","6.5","N.A.","N.A.","TL","108","N (-140KM)","OCTOBER 2016",55.77816600,195223.58100000,3500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UE101","MAXXIS","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","7.00/15","15'","7","N.A.","N.A.","TL","111","N (-140KM)","AUGUST 2017",31.76885365,120721.64388405,3800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UE102","MAXXIS","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","7.00/15","15'","7","N.A.","N.A.","TL","111","N (-140KM)","OCTOBER 2016",152.43086521,590674.07512927,3875.02934067
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UE102","MAXXIS","SOUTH TAIWAN","EXCLUDED TBR AND LSR2","7.00/15","15'","7","N.A.","N.A.","TL","111","N (-140KM)","OCTOBER 2016",253.41191467,949055.16519999,3745.10869565
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UE102","MAXXIS","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","7.00/16","16'","7","N.A.","N.A.","TL","113","M (-130KM)","OCTOBER 2016",298.41851121,1140344.11333756,3821.29147654
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UE102","MAXXIS","NORTH TAIWAN","EXCLUDED TBR AND LSR2","7.00/16","16'","7","N.A.","N.A.","TL","113","M (-130KM)","OCTOBER 2016",234.00000000,908142.85714288,3880.95238095
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UE102","MAXXIS","SOUTH TAIWAN","EXCLUDED TBR AND LSR2","7.00/16","16'","7","N.A.","N.A.","TL","113","M (-130KM)","OCTOBER 2016",225.86714133,836259.31839999,3702.43902439
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UL-387","MAXXIS","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","80","315","80","TL","156","K (-110KM)","MARCH 2018",85.00770740,1062596.34250000,12500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UM816","MAXXIS","CENTRAL TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",76.12598412,913511.80946124,12000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UM816","MAXXIS","NORTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",401.14285714,4668857.14285724,11638.88888889
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UM816","MAXXIS","SOUTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",226.90007033,2592823.94483333,11427.16236722
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UM816","MAXXIS","NORTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",22.28571429,289714.28571429,13000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UM816","MAXXIS","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",44.57142857,601714.28571430,13500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UM816","MAXXIS","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",259.95379833,3170093.53196664,12194.83443709
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UM958","MAXXIS","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","J (-100KM)","APRIL 2017",123.07069946,1415313.04380017,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UM958","MAXXIS","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","J (-100KM)","APRIL 2017",44.57142857,579428.57142858,13000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UM958","MAXXIS","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","J (-100KM)","APRIL 2017",152.87349200,1785934.24100000,11682.43243243
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR-288","MAXXIS","CENTRAL TAIWAN","TBR","10.00/20","20'","10","N.A.","N.A.","TT","147","K (-110KM)","NOVEMBER 2016",181.69900474,1835159.94782730,10100.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR-288","MAXXIS","NORTH TAIWAN","TBR","10.00/20","20'","10","N.A.","N.A.","TT","147","K (-110KM)","NOVEMBER 2016",6.22529100,62875.43910000,10100.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR-288","MAXXIS","SOUTH TAIWAN","TBR","10.00/20","20'","10","N.A.","N.A.","TT","147","K (-110KM)","NOVEMBER 2016",262.07586144,2900620.36670530,11067.86542923
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR-288","MAXXIS","NORTH TAIWAN","TBR","11.00/20","20'","11","N.A.","N.A.","TT","UNKNOWN","UNKNOWN","NOVEMBER 2016",22.28571429,267428.57142858,12000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR-288","MAXXIS","SOUTH TAIWAN","TBR","11.00/20","20'","11","N.A.","N.A.","TT","UNKNOWN","UNKNOWN","NOVEMBER 2016",90.55344233,996087.86566666,11000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR-288","MAXXIS","SOUTH TAIWAN","TBR","9.00/20","20'","9","N.A.","N.A.","TT","140","K (-110KM)","NOVEMBER 2016",79.53553300,835123.09650000,10500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","DECEMBER 2017",276.33876744,1686634.62478693,6103.50346578
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","NORTH TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","DECEMBER 2017",49.26314528,320210.44431090,6500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","SOUTH TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","DECEMBER 2017",11.01790933,71616.41066666,6500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","TAIPEI CITY","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","DECEMBER 2017",118.00000000,743400.00000000,6300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TL","131","M (-130KM)","OCTOBER 2016",1228.90831145,7823587.98560928,6366.29105094
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","NORTH TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TL","131","M (-130KM)","OCTOBER 2016",128.48571429,798908.57142858,6217.87858572
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","SOUTH TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TL","131","M (-130KM)","OCTOBER 2016",402.15369067,2537424.51946658,6309.58904110
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TL","122","L (-120KM)","OCTOBER 2016",239.69290566,1456804.71374694,6077.79654444
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","SOUTH TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TL","122","L (-120KM)","OCTOBER 2016",262.36396600,1435977.89579995,5473.22834646
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","143","J (-100KM)","OCTOBER 2016",145.57314355,1056611.96878235,7258.28915312
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","NORTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","143","J (-100KM)","OCTOBER 2016",147.78943584,1034526.05085060,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","SOUTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","143","J (-100KM)","OCTOBER 2016",159.07106600,1113497.46200000,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","205/75/17.5","17.5'","80","205","75","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",25.41508292,144865.97266086,5700.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","NORTH TAIWAN","LSR2","205/75/17.5","17.5'","80","205","75","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",192.36086441,1075813.32566833,5592.68294507
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","195/85/16","16'","N.A.","195","85","TL","114","J (-100KM)","NOVEMBER 2016",95.30656096,390756.89994047,4100.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","NORTH TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","133","J (-100KM)","OCTOBER 2016",33.42857143,217285.71428572,6500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","SOUTH TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","133","J (-100KM)","OCTOBER 2016",49.58059200,272693.25599998,5500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR275","MAXXIS","TAIPEI CITY","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","133","J (-100KM)","OCTOBER 2016",176.00000000,932800.00000000,5300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR279","MAXXIS","TAIPEI CITY","TBR","295/80/22.5","22.5""","80","295","80","TL","152","J (-100KM)","OCTOBER 2016",50.00000000,550000.00000000,11000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR279","MAXXIS","SOUTH TAIWAN","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","124","M (-130KM)","OCTOBER 2016",129.80474433,708417.13916666,5457.55968170
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR279","MAXXIS","TAIPEI CITY","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","124","M (-130KM)","OCTOBER 2016",67.00000000,368500.00000000,5500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR279","MAXXIS","NORTH TAIWAN","TBR","315/80/22.5","22.5""","80","315","80","TL","154","J (-100KM)","OCTOBER 2016",61.57893160,769736.64497812,12500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR279","MAXXIS","CENTRAL TAIWAN","TBR","10.00/20","20'","10","N.A.","N.A.","TL","147","K (-110KM)","AUGUST 2017",38.06299206,437724.40870018,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR288","MAXXIS","CENTRAL TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","L (-120KM)","OCTOBER 2016",12.70754146,139782.95607627,11000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR288","MAXXIS","NORTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","L (-120KM)","OCTOBER 2016",256.28571429,2841428.57142863,11086.95652174
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR288","MAXXIS","SOUTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","L (-120KM)","OCTOBER 2016",559.50320833,6229973.53963331,11134.83076923
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR288","MAXXIS","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","J (-100KM)","OCTOBER 2016",1099.27512813,12091631.95846922,10999.64117179
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR288","MAXXIS","NORTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","J (-100KM)","OCTOBER 2016",95.05714286,1078988.57142859,11350.94679892
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR288","MAXXIS","SOUTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","J (-100KM)","OCTOBER 2016",314.01041600,3269564.59466646,10412.28070175
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR288","MAXXIS","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","J (-100KM)","OCTOBER 2016",926.40117171,10864498.44578929,11727.63892967
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR288","MAXXIS","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","J (-100KM)","OCTOBER 2016",225.81428571,2772330.00000005,12277.03549061
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR288","MAXXIS","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","J (-100KM)","OCTOBER 2016",645.58062500,7202441.76216650,11156.53333333
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR288","MAXXIS","CENTRAL TAIWAN","TBR","11.00/22.5","22.5""","11","N.A.","N.A.","TL","152","K (-110KM)","MARCH 2017",12.70754146,152490.49753775,12000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","UR288","MAXXIS","CENTRAL TAIWAN","TBR","275/70/22.5","22.5""","N.A.","275","70","TL","UNKNOWN","J (-100KM)","DECEMBER 2016",85.00770740,1105100.19620000,13000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X COACH ENERGY Z","MICHELIN","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","OCTOBER 2016",113.11111111,1542488.88888901,13636.93516699
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X COACH ENERGY Z","MICHELIN","TAIPEI CITY","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","OCTOBER 2016",77.00000000,1078000.00000000,14000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X COACH Z","MICHELIN","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","154","M (-130KM)","JUNE 2020",10.44444444,175466.66666666,16800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X LINE ENERGY Z","MICHELIN","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",25.73998629,424709.77371429,16500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULITWAY XZER","MICHELIN","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",25.73998629,424709.77371429,16500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI D","MICHELIN","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","NOVEMBER 2016",5.22222222,83555.55555555,16000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI D","MICHELIN","NORTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","NOVEMBER 2016",25.73998629,386099.79428572,15000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI D","MICHELIN","SOUTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","NOVEMBER 2016",226.52542000,3511144.01000000,15500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI ENERGY Z","MICHELIN","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",66.00000000,1056000.00000010,16000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI ENERGY Z","MICHELIN","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",24.02542333,384406.77333331,16000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI F","MICHELIN","CENTRAL TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","158","L (-120KM)","MARCH 2017",94.22222222,2020444.44444456,21443.39622642
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI F","MICHELIN","NORTH TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","158","L (-120KM)","MARCH 2017",19.30498971,434362.26857144,22500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI F","MICHELIN","SOUTH TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","158","L (-120KM)","MARCH 2017",226.52542000,4757033.82000000,21000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","CENTRAL TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","JUNE 2017",61.86666667,519680.00000001,8400.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","SOUTH TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","JUNE 2017",67.95762600,564048.29580000,8300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","SOUTH TAIWAN","TBR","245/70/19.5","19.5'","N.A.","245","70","TL","136","M (-130KM)","APRIL 2017",67.95762600,645597.44700000,9500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","TAIPEI CITY","TBR","245/70/19.5","19.5'","N.A.","245","70","TL","136","M (-130KM)","APRIL 2017",42.00000000,462000.00000000,11000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","SOUTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","L (-120KM)","OCTOBER 2016",113.26271000,1642309.29500000,14500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","SOUTH TAIWAN","TBR","275/70/22.5","22.5""","N.A.","275","70","TL","148","L (-120KM)","JANUARY 2017",24.02542333,329834.74033331,13728.57142857
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","TAIPEI CITY","TBR","275/70/22.5","22.5""","N.A.","275","70","TL","148","L (-120KM)","JANUARY 2017",56.00000000,728000.00000000,13000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","OCTOBER 2016",168.26666667,2376333.33333340,14122.42472266
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","SOUTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","OCTOBER 2016",260.16101267,3642254.17733332,14000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","TAIPEI CITY","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","OCTOBER 2016",182.00000000,2366000.00000000,13000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","CENTRAL TAIWAN","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","124","M (-130KM)","MARCH 2017",64.73333333,492833.33333335,7613.28527291
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","NORTH TAIWAN","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","124","M (-130KM)","MARCH 2017",183.57687702,1285038.13914938,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","SOUTH TAIWAN","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","124","M (-130KM)","MARCH 2017",84.43220200,569196.60079999,6741.46341463
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","TAIPEI CITY","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","124","M (-130KM)","MARCH 2017",21.00000000,157500.00000000,7500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","CENTRAL TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","129","L (-120KM)","OCTOBER 2016",51.33333333,431200.00000004,8400.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","NORTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","129","L (-120KM)","OCTOBER 2016",38.64776358,309182.10866752,8000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","SOUTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","129","L (-120KM)","OCTOBER 2016",313.01694400,2657898.26133333,8491.22807018
"TRUCK TIRES","TAIWAN","PANELMARKET","MAR21","X MULTI Z","MICHELIN","CENTRAL TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","126","M (-130KM)","OCTOBER 2016",90.00000000,689511.11111114,7661.23456790
